Endurance_meters,Sprint10m_seconds,Flying20m_seconds,Agility_seconds,CMJ_cm,Squat_BW_multiple,StrengthBW_multiple,BodyFat_percent,PlayerPosition,TrainingStatus,FitnessOutput
1311.4,1.618,3.268,8.833,54.8,1.78,1.19,10.3,MF,Completed,Unfit
1156.9,1.774,2.856,8.063,51.4,1.41,1.86,8,DF,Partial,Fit
1243.7,1.931,2.841,9.178,47.7,1.26,1.47,10.4,FW,Completed,Unfit
1633.1,1.827,2.568,8.946,59.9,1.84,1.25,10.7,DF,Not Completed,Fit
1127.1,2.069,2.835,9.931,54.4,1.99,1.17,9.2,DF,Not Completed,Unfit
2276.8,1.447,2.618,9.594,54.7,2.08,1.36,8.2,GK,Partial,Fit
1292.5,1.564,2.797,9.634,50.4,2.28,1.04,8.7,DF,Partial,Unfit
1338.6,1.993,2.456,9.049,48.1,1.83,1.16,4.8,GK,Completed,Unfit
705.8,1.938,2.727,8.864,63.7,1.65,1.31,5.1,FW,Completed,Unfit
1525.6,1.762,2.792,9.567,55.1,1.9,1.18,11.4,GK,Not Completed,Unfit
1124.2,1.86,2.821,9.07,58.1,2.06,1.62,7.8,MF,Not Completed,Fit
1316.4,1.654,3.018,10.063,46.8,2.11,1.67,5.5,FW,Not Completed,Unfit
1597,1.873,3.18,9.172,77.1,1.65,1.44,12.5,MF,Completed,Unfit
963.4,1.982,2.583,8.751,50.7,1.57,1.97,8.3,DF,Partial,Unfit
1405.6,1.988,2.63,9.218,69.4,1.09,0.94,9.7,MF,Completed,Unfit
1590.4,2.007,3.156,9.512,52,1.3,1.02,10.7,MF,Not Completed,Unfit
1331.5,1.886,3.038,10.318,59.4,2,1.41,10.4,MF,Partial,Fit
1299.2,1.861,2.547,10.938,55.8,1.78,1.9,9.7,FW,Not Completed,Unfit
977.1,1.822,3.219,8.528,42.8,2.35,1.26,10.1,FW,Partial,Unfit
1733.3,1.922,2.951,9.135,63.3,1.64,1.69,9.8,DF,Completed,Fit
1027.6,1.806,2.621,10.007,47.7,1.9,1.16,8.6,GK,Not Completed,Unfit
1306.4,1.818,2.785,8.526,49.7,1.5,1.01,8.1,DF,Completed,Unfit
1146.2,1.624,2.931,9.592,49.5,2.27,1.22,10.8,GK,Completed,Unfit
1240.9,1.895,2.757,9.588,58.5,1.88,1.26,8.8,FW,Completed,Fit
1022.2,1.753,2.38,9.173,48.9,1.45,1.29,5.3,MF,Not Completed,Unfit
1611.2,1.652,3.391,9.547,55.6,1.56,1.29,10.2,MF,Not Completed,Unfit
500,1.762,3.053,9.869,41,1.52,1.59,7.3,FW,Not Completed,Unfit
1274.4,1.891,2.381,9.694,50.9,0.99,1.56,13.6,FW,Completed,Unfit
1593.8,1.919,2.955,11.003,58.5,1.4,1.43,15.2,FW,Completed,Unfit
1236.3,1.88,2.898,10.005,,1.65,1.34,12.9,DF,Not Completed,Fit
1310.2,1.753,2.722,9.295,63.1,1.28,1.11,9.3,MF,Completed,Unfit
1350.9,1.863,2.497,9.192,68.8,1.86,1.63,14.9,DF,Completed,Fit
1576,1.76,2.889,9.917,58.2,1.26,1.28,12.4,DF,Completed,Unfit
1513.5,1.851,2.825,9.518,42.3,1.17,1.68,10.8,DF,Partial,Unfit
1410.2,2.054,2.973,10.109,44.4,2.14,1.43,13.8,FW,Not Completed,Unfit
1249.4,1.745,2.906,9.891,32.3,1.46,1.57,14.8,DF,Partial,Unfit
1221.4,1.592,3.212,10.343,43.2,1.89,1.4,11.2,GK,Completed,Unfit
13946,1.644,3.003,9.938,54.5,1.42,1.65,13.6,GK,Completed,Fit
1347.8,2.06,2.73,9.511,76.5,1.57,1.67,12.6,DF,Completed,Unfit
1616.2,1.887,2.599,8.577,65,1.66,1.52,10,DF,Not Completed,Fit
1135.7,2.057,3.104,9.964,35.7,1.5,1.26,8.5,DF,Completed,Unfit
1644.3,1.742,2.991,8.438,47.8,1.43,1.26,11,MF,Not Completed,Unfit
1158.8,1.963,3.16,9.942,82.4,1.99,1.34,7.5,GK,Not Completed,Unfit
1681.5,1.841,2.925,9.206,59.8,2.09,0.86,10.9,FW,Completed,Unfit
898.7,2.361,2.819,9.566,60.9,1.64,1.14,12.5,FW,Completed,Unfit
1503.2,1.587,2.99,8.692,61.4,1.59,1.14,12.4,MF,Not Completed,Unfit
1384.6,1.908,2.967,9.311,72.9,1.64,1.62,13.4,MF,Partial,Fit
1376.2,1.857,3.19,9.644,59.9,1.9,1.25,12.2,FW,Partial,Unfit
1052.6,1.784,2.87,10.331,58,1.47,1.56,4,FW,Partial,Fit
1472.6,1.877,2.984,10.164,53.9,1.53,1.32,9.1,FW,Partial,Fit
1466,2.293,2.898,10.402,58,1.63,1.03,9.4,FW,Not Completed,Unfit
1456.3,1.863,2.821,10.3,48.4,2,1.7,5.3,MF,Partial,Unfit
1421.8,2.023,2.778,7.735,55.9,2.04,1.58,13.9,DF,Partial,Unfit
1252.5,1.678,2.822,9.72,53.1,1.57,1.94,12,GK,Completed,Fit
1192.4,2.049,3.285,9.253,50.7,2.02,1.64,14.3,MF,Partial,Unfit
977.4,1.812,3.026,10.861,57.4,1.94,1.72,8.9,MF,Partial,Unfit
1423.8,2.034,3.27,9.491,56.1,1.34,1.31,11.3,MF,Completed,Unfit
1134.6,2.026,2.729,9.167,44.1,2.15,1.61,10.9,MF,Completed,Unfit
757.6,2.063,3.16,10.448,44.7,1.11,0.88,14.4,GK,Partial,Unfit
1284.9,1.801,2.98,9.845,64.9,1.83,1.31,9.4,DF,Not Completed,Fit
1274.2,2.026,2.552,8.745,57.4,1.35,1.81,8,FW,Completed,Unfit
829.6,2.105,2.837,8.79,70.4,1.15,1.34,9,MF,Completed,Unfit
995,1.676,2.84,9.926,58.5,1.42,1.01,10,DF,Completed,Unfit
1552.6,1.695,3.517,10.22,40,1.15,1.28,9.1,MF,Not Completed,Unfit
1430.6,1.99,3.183,10.64,43,1.48,1.2,9.9,DF,Completed,Unfit
1338.8,1.829,2.797,11.155,46.7,1.91,0.96,8.8,GK,Partial,Unfit
1319.7,1.545,2.867,8.687,,1.75,1.38,4.2,MF,Not Completed,Fit
1160.4,1.83,3.024,8.681,77,1.9,1.69,15.1,GK,Partial,Unfit
1147,2.002,3.084,9.63,29.3,2.17,1.43,12.9,MF,Not Completed,Unfit
1411.3,1.903,2.496,9.053,64.1,1.48,1.2,11.5,DF,Completed,Fit
962.3,1.941,2.793,,57.7,1.6,1.19,8.6,GK,Not Completed,Unfit
1489.9,1.833,2.89,9.563,63.5,1.98,1.22,6.6,MF,Partial,Fit
1483,1.875,2.967,9.912,33.8,1.32,1.16,8.4,GK,Not Completed,Unfit
1279,2.076,2.642,9.793,56.9,2.05,1.36,8.4,DF,Partial,Unfit
1090.1,1.929,3.02,8.734,58.1,2,1.53,15.3,FW,Partial,Unfit
1243.2,,2.773,8.897,61.1,1.57,1.88,6.8,GK,Not Completed,Unfit
1431.2,2.035,3.333,8.265,64.4,1.54,1.17,10.4,GK,Completed,Unfit
1329.1,1.664,3.099,9.945,31.1,1.37,1.8,12.4,DF,Completed,Unfit
1441.3,1.693,2.398,9.236,65.1,1.8,1.52,9.2,MF,Completed,Fit
1272.2,1.854,2.956,10.936,46.2,1.87,1.37,13.7,DF,Partial,Unfit
1157.5,1.717,3.151,9.622,43.9,2.13,1.27,14,DF,Completed,Unfit
1760.2,2.015,2.889,9.966,46.5,1.82,1.1,8.9,MF,Completed,Unfit
1508.6,1.877,2.391,8.697,50.6,1.92,2.01,13.9,MF,Completed,Fit
1054.9,1.812,2.791,9.483,64.6,1.8,1.5,5.7,FW,Partial,Fit
1487.8,1.976,3.525,8.96,72.6,1.71,0.89,9.6,GK,Not Completed,Unfit
1160.2,1.9,2.578,8.741,48,1.2,1.29,12.2,DF,Partial,Unfit
790.5,1.859,2.774,9.936,44.2,1.93,1.75,11.6,GK,Completed,Unfit
1515.3,1.687,2.814,8.845,54.1,2.38,1.28,10.5,GK,Completed,Fit
1461.8,1.599,3.235,10.099,62,1.77,1.88,7.4,DF,Partial,Unfit
1663.2,1.887,3.172,9.756,54.9,2.32,1.19,13.5,DF,Completed,Unfit
977,2.137,3.289,9.779,54.8,1.86,1.15,6.6,GK,Completed,Unfit
920.2,1.871,2.674,7.5,69.7,1.98,1.72,8.2,MF,Not Completed,Unfit
693.9,1.787,2.503,10.303,61.2,1.51,1.29,5.5,MF,Partial,Unfit
1242.8,1.808,2.772,9.479,51.3,1.75,0.87,8.6,MF,Partial,Unfit
1706.4,1.711,3.36,9.001,61.5,1.69,1.55,13.6,DF,Partial,Unfit
1351.7,1.828,2.632,9.455,46.9,1.57,1.64,10.4,DF,Not Completed,Unfit
1128.6,1.978,,9.852,60.4,2.07,1.26,5.8,MF,Completed,Unfit
1177.4,1.97,2.804,8.744,66.9,1.2,1.29,10.2,MF,Not Completed,Unfit
698.8,1.929,2.759,9.825,43.2,1.76,0.78,12.4,MF,Completed,Unfit
1493,2.013,2.571,10.253,61.2,2.18,1.25,7,MF,Not Completed,Unfit
1320.1,1.972,2.56,8.99,41,2.09,1.16,15.6,FW,Not Completed,Unfit
1192.9,2.13,2.688,8.232,62.5,1.97,1.35,15.2,FW,Completed,Unfit
1262.5,1.69,2.533,11.086,48,1.33,1.15,11.2,MF,Not Completed,Unfit
1189.7,1.949,2.657,9.852,58.6,1.03,1.24,8.8,FW,Partial,Unfit
1076.3,1.836,2.781,9.352,61.1,1.59,1.09,14.2,GK,Not Completed,Unfit
926.3,2.09,3.16,9.426,67.2,1.85,1.11,9.7,FW,Completed,Unfit
1160.1,1.848,2.978,9.41,62.2,1.87,1.24,14.4,FW,Not Completed,Fit
1612.8,1.925,2.869,8.759,57.8,1.89,1.58,4.1,GK,Not Completed,Fit
1331,1.755,3.123,10.59,66.8,1.41,1.31,8.2,DF,Partial,Unfit
1343.6,1.811,2.813,9.854,64.1,0.88,1.37,9,FW,Not Completed,Unfit
1222,1.748,2.884,10.161,50.5,1.88,1.55,4,DF,Completed,Fit
1325.1,1.765,2.654,9.245,44.9,1.37,0.83,11.8,MF,Partial,Unfit
1311.5,1.887,3.105,10.573,57.6,1.4,1.56,14.7,FW,Partial,Unfit
1493.4,1.622,2.518,8.961,62,1.7,1.65,10.5,GK,Completed,Fit
1454.2,1.827,2.848,9.18,46.4,1.67,1.27,9,FW,Not Completed,Unfit
1608.2,1.844,2.729,9.998,52.5,1.87,1.77,13.2,MF,Completed,Fit
1758.4,1.818,2.7,8.409,67.4,1.8,1.17,8.1,DF,Completed,Unfit
1419.3,1.579,3.178,9.76,33.3,2.09,1.45,9.5,DF,Partial,Unfit
1370.6,1.887,3.046,9.809,43.1,1.5,1.46,10.9,FW,Partial,Unfit
1313.3,1.74,3.063,9.017,70.3,2.13,1.04,10.9,GK,Partial,Unfit
1076.6,1.781,2.959,10.965,63.7,1.27,0.97,9.2,DF,Partial,Unfit
1633.5,1.766,3.171,9.735,37.2,1.68,1.32,15.1,FW,Not Completed,Unfit
1035.9,1.736,,9.7,65,1.66,1.51,5,FW,Not Completed,Fit
1643.2,1.77,2.877,9.845,57.2,1.69,1.48,7.3,FW,Completed,Fit
1754.8,1.858,31.13,9.319,59.5,2.17,1.58,9.7,DF,Not Completed,Unfit
1894.8,1.783,3.178,8.808,36.4,1.33,1.44,7.7,GK,Completed,Unfit
1607.5,1.938,3.033,10.026,45.4,1.48,1.34,9.1,MF,Partial,Unfit
1688.3,,2.911,9.792,41.4,2.28,1.65,8,DF,Not Completed,Unfit
1764,1.825,3.328,8.986,45.7,1.43,1.69,7.5,MF,Not Completed,Unfit
1873.7,1.851,3.221,8.529,65.1,1.74,1.28,7.9,GK,Completed,Unfit
1545.3,1.887,2.836,8.043,59.8,1.57,0.7,13.4,MF,Completed,Unfit
1358,1.642,3.036,10.103,49.9,1.35,1.66,9.9,GK,Partial,Unfit
1399.5,1.982,2.882,9.866,60.3,1.32,1.55,9.2,FW,Completed,Fit
1259.1,1.531,2.951,9.067,,1.83,1.19,15.3,FW,Completed,Unfit
1419.8,2.029,2.609,9.226,52.1,2.27,1.44,9,MF,Completed,Unfit
1698.4,1.907,2.731,8.929,40.4,1.73,1.32,13.8,MF,Partial,Unfit
1225.8,1.564,2.596,9.229,41.2,1.44,1.17,7.3,DF,Partial,Unfit
1336.7,2.153,3.098,,34.7,1.71,1.37,4.2,GK,Completed,Unfit
1067.2,1.829,2.967,8.761,52.9,0.8,1.39,9.6,MF,Completed,Unfit
1403.9,1.677,3.046,9.852,37.8,2.29,9.7,9.3,FW,Not Completed,Unfit
1080.3,1.923,,10.241,51.3,1.6,1.49,11,FW,Completed,Fit
1410.8,1.688,2.838,10.11,53.4,1.46,1.25,9.5,DF,Not Completed,Fit
1309.6,2.016,2.93,8.166,56.2,2.09,1.19,7.1,GK,Partial,Unfit
1233.4,1.984,2.932,9.682,52.7,1.1,1.62,6.6,FW,Not Completed,Unfit
1354.5,1.961,2.791,9.628,57.3,2.26,1.38,10.5,MF,Partial,Fit
1221.8,1.795,2.645,10.296,68.7,1.62,1.26,5.7,FW,Not Completed,Fit
1172,1.686,3.01,10.21,56.9,1.57,1.5,15,GK,Completed,Fit
1008,1.783,3.117,8.941,50,1.58,1.64,5.1,GK,Completed,Unfit
1194.8,1.727,2.843,10.121,53.3,2.1,1.52,13,DF,Not Completed,Fit
1286.3,1.748,2.888,8.399,59.5,1.53,1.51,12.2,GK,Completed,Fit
1352.2,1.98,3.184,9.918,63.7,2.25,1.31,13.7,FW,Partial,Unfit
1143.1,1.981,3.152,9.824,65.6,1.45,1.59,10.9,MF,Completed,Unfit
1260.9,1.697,2.883,9.168,51.9,1.45,1.44,12.7,DF,Completed,Fit
1820.1,1.906,3.148,9.794,54.8,2.02,1.71,6.3,FW,Not Completed,Unfit
877.6,1.663,3.238,10.643,51,1.39,1.27,10.1,FW,Partial,Unfit
1204,1.556,3.398,8.093,68,1.36,1.26,10,FW,Not Completed,Unfit
1848.9,1.667,2.494,9.906,47.5,1.06,1.24,7,GK,Not Completed,Unfit
1230.7,1.865,2.621,10.113,50.6,2.02,0.99,12.3,MF,Partial,Unfit
1133.8,1.826,2.961,9.565,52.5,1.91,1.22,7.2,GK,Completed,Fit
1317.4,1.975,3.199,9.123,46.2,1.33,1.13,9.3,FW,Completed,Unfit
1273,1.753,2.452,8.506,54.2,1.68,1.77,5.1,GK,Partial,Fit
1863.7,1.88,3.06,9.268,63.6,1.7,1.22,15.1,GK,Partial,Unfit
,,2.987,9.542,58,1.86,1.63,12.7,GK,Partial,Fit
1172.3,1.984,3.053,9.754,59,1.82,1.69,9.2,DF,Completed,Fit
1580.1,1.826,3.308,10.25,72,1.3,1.59,10.6,FW,Completed,Unfit
1378,1.972,2.627,10.632,46.9,1.63,1.56,13.5,MF,Partial,Unfit
,1.968,2.865,9.6,57.8,2.32,1.18,10.9,FW,Partial,Unfit
1505.9,1.888,2.352,9.199,47.7,1.87,1.3,9.7,MF,Partial,Unfit
1314.2,1.768,2.421,8.783,58.2,1.79,1.13,9.2,MF,Partial,Unfit
1300.8,1.784,2.693,9.556,42.6,1.88,1.46,9.9,DF,Completed,Unfit
1314.1,1.587,27.82,8.461,61.1,2.11,1.42,7.7,GK,Completed,Fit
1261.5,1.92,26.03,8.898,75.3,1.75,1.41,10.7,FW,Partial,Fit
2002.2,1.658,3.054,9.971,37.3,1.85,1.49,9.3,DF,Not Completed,Unfit
1060.3,1.877,2.948,9.727,65.8,1.87,1.26,10.8,GK,Not Completed,Fit
1699.5,1.953,2.491,10.247,55.1,1.63,1.53,12.9,FW,Completed,Fit
1642,1.907,3.293,9.624,48.6,1.8,1.57,11.6,FW,Partial,Unfit
1440.1,1.816,3.288,,68.2,1.89,0.83,9.5,DF,Completed,Unfit
1926.4,1.852,3.075,10.062,63.3,2.06,1.46,9.7,DF,Partial,Fit
1144.4,1.741,3.146,9.254,48.8,1.92,1.45,12.1,FW,Partial,Unfit
877.4,1.927,3.34,8.56,46.3,1.34,1.36,15,GK,Not Completed,Unfit
1070.4,1.827,2.708,8.797,54.9,2.01,1.47,12.7,GK,Partial,Fit
1285,1.466,2.66,9.685,65.8,1.82,1.72,13.3,MF,Not Completed,Fit
1144.6,2.014,2.841,10.307,44.2,1.46,1.79,7.2,DF,Completed,Unfit
1583.8,,3.282,9.348,49.7,1.94,1.12,16,GK,Partial,Unfit
980.9,1.481,2.621,9.065,38.4,1.59,1.45,8,MF,Completed,Unfit
1066.2,2.138,2.844,9.713,57.6,1.27,1.09,8.8,FW,Completed,Unfit
1052.5,1.795,3.05,9.825,57.1,1.61,1.82,7.2,GK,Not Completed,Fit
693.4,1.729,2.624,7.864,59.8,1.95,1.14,7.2,FW,Not Completed,Unfit
1536.8,1.65,2.482,11.179,39.4,2.15,1.46,7,GK,Completed,Unfit
1692.7,1.732,2.744,9.795,48.3,1.79,1.33,8.8,MF,Not Completed,Unfit
1070.5,1.654,2.436,7.992,32.8,1.83,1.7,5.8,DF,Completed,Unfit
1143.3,1.728,3.35,9.055,47.6,1.8,1.46,10.7,FW,Completed,Unfit
1635.7,1.962,2.76,10.101,78,2.06,1.65,11.4,DF,Not Completed,Fit
1438.8,1.977,2.693,8.958,65.6,1.71,1.2,7.8,MF,Partial,Fit
1495.6,1.945,2.461,9.993,49.4,1.78,1.52,13.8,FW,Partial,Unfit
1170.2,1.86,2.759,9.65,61.2,1.73,1.67,10.5,DF,Partial,Fit
1174.3,1.733,2.83,9.383,60.6,2.32,1.54,10.6,FW,Partial,Fit
1430.3,2.038,2.616,9.598,32.5,1.56,1.08,4,DF,Completed,Unfit
1340.4,2.019,3.133,10.434,43.6,2.41,1.37,10.8,DF,Partial,Unfit
1012.6,1.782,2.61,9.314,30.4,1.55,1.28,4,GK,Partial,Unfit
1338.9,1.893,2.283,10.447,56.5,1.37,1.26,12.4,FW,Completed,Fit
1400.6,1.93,3.087,8.856,70.6,1.81,1.39,17.9,MF,Partial,Unfit
1192,2.124,2.92,10.42,55.3,1.59,1.68,14.8,DF,Partial,Unfit
1173.4,1.844,2.927,10.439,25,1.75,1.45,4.8,GK,Partial,Unfit
1686,1.926,2.75,9.02,66.3,1.52,1.59,9.1,DF,Partial,Fit
1211.3,1.893,2.926,8.818,66.1,1.68,1.66,8.9,DF,Partial,Fit
944.5,1.999,2.965,105.29,59.7,1.8,1.24,13.4,GK,Partial,Unfit
1157.9,1.905,2.609,9.174,76.7,1.77,1.58,6.7,GK,Partial,Fit
1263.7,1.887,2.791,10,47.2,1.9,1.32,8.1,MF,Completed,Unfit
1133.6,2.033,2.977,10.425,48.1,1.56,1.16,12.7,DF,Partial,Unfit
1532.5,1.489,2.974,10.446,78.9,1.94,0.88,11.3,DF,Not Completed,Unfit
1286.4,1.719,2.784,8.791,,1.76,1.97,12.6,MF,Partial,Fit
1490.5,1.718,3.042,8.821,63.8,1.71,1.84,8.9,FW,Completed,Fit
1751,1.924,3.261,10.369,42.1,1.69,1.47,5.6,DF,Completed,Unfit
969.3,1.596,2.775,10.299,79.7,1.53,1.14,9.8,GK,Not Completed,Unfit
908,1.943,2.667,8.713,28.6,1.37,1.48,16.3,FW,Completed,Unfit
1629.2,1.726,2.8,8.837,44.8,1.35,1.35,11.3,GK,Completed,Unfit
1177.1,1.965,2.983,8.961,28.7,0.94,1.52,5.5,FW,Partial,Unfit
1597.9,1.786,3.243,9.93,54.6,1.82,1.65,9.3,GK,Not Completed,Unfit
1189,1.938,2.831,9.889,55.6,1.55,1.74,9.4,FW,Completed,Fit
1527,1.986,2.796,10.188,37,1.63,1.55,13.4,FW,Completed,Unfit
1281.4,1.906,3.239,9.693,56.5,1.1,1.43,5.5,MF,Completed,Unfit
1644.5,2.063,2.902,10.261,47.8,1.25,1.19,5.5,MF,Not Completed,Unfit
1530.4,1.951,2.925,11.033,35.8,1.52,1.7,8.4,DF,Completed,Unfit
1450.6,1.607,2.658,9.178,77.2,1.58,1.21,9.4,FW,Completed,Fit
1012.7,1.72,3.193,9.892,47.3,1.54,1.09,13.3,DF,Partial,Unfit
1234.3,1.784,3.216,10.135,48.8,1.03,1.5,12.5,MF,Completed,Unfit
1196.2,1.837,2.783,9.112,65.4,1.34,1.38,12,MF,Partial,Fit
1380.2,1.839,2.509,9.584,46,1.43,1.54,10.1,DF,Partial,Unfit
1573.6,2.048,2.984,10.591,49.2,1.93,1.7,8.9,GK,Partial,Unfit
1304.2,1.621,2.664,8.665,54.4,1.71,1.46,12.1,FW,Completed,Fit
1579.9,1.447,3.169,8.546,71.2,2.36,1.18,16.2,FW,Not Completed,Unfit
1593,1.928,2.97,10.465,36.4,1.46,1.11,16.1,GK,Partial,Unfit
1291.6,1.906,3.317,9.122,50.9,1.6,1.25,4,MF,Partial,Unfit
1011.9,1.841,2.881,9.819,62.2,1.69,1.29,8,FW,Partial,Fit
1466.9,1.735,3.052,9.019,59.2,1.95,1.24,4,FW,Partial,Fit
881.5,1.755,2.986,9.843,71.7,1.94,1.31,7.8,FW,Completed,Unfit
879.6,1.573,2.993,9.558,53.2,1.84,1.9,4.7,FW,Not Completed,Unfit
927.7,2.022,2.58,10.443,43.2,1.56,1.11,9.8,GK,Completed,Unfit
1254.9,1.873,2.794,8.508,62.5,0.98,1.43,6.3,DF,Partial,Unfit
1374.6,1.724,2.798,8.974,47,1.38,1.21,8.1,DF,Completed,Unfit
1114.8,2.098,2.756,10.706,44.3,1.04,1.4,14.2,DF,Not Completed,Unfit
940.4,1.804,3.283,9.903,61,1.55,1,12.3,DF,Not Completed,Unfit
944.9,1.831,3.175,11.578,40.2,1.74,1.13,10.1,FW,Completed,Unfit
973.5,1.983,2.934,9.809,53.9,1.58,1.11,7.2,FW,Completed,Unfit
1212.7,1.785,2.692,8.577,45.5,1.42,1.44,8.9,DF,Partial,Unfit
1175.6,1.989,,10.403,47.7,1.62,1.34,12.7,MF,Partial,Unfit
1559.9,1.928,3.216,9.872,48.9,1.93,1.57,11.2,MF,Partial,Unfit
1050.7,1.617,2.983,9.911,53.8,1.2,1.72,14.5,FW,Partial,Unfit
849.4,1.989,2.424,8.369,39,2.08,1.05,6.8,FW,Completed,Unfit
1391.8,2.079,2.845,9.867,43.4,1.93,1.2,9.5,MF,Not Completed,Unfit
1398.2,1.811,3.093,8.572,51.9,1.48,1.27,9,DF,Completed,Fit
1464.8,1.844,3.122,8.484,56.8,2.08,1.6,11,MF,Not Completed,Unfit
1148.1,1.822,2.8,9.069,48.5,1.94,1.13,9,FW,Not Completed,Unfit
1358.5,1.874,2.682,10.575,57.2,1.33,1.63,11.5,GK,Completed,Unfit
1207.7,1.823,3.056,10.138,60.9,1.65,1.3,11.4,GK,Completed,Fit
977.9,1.634,2.981,9.355,50,1.71,1.42,10,GK,Not Completed,Unfit
1085.1,1.683,2.828,8.253,53.4,1.71,1.47,9.9,FW,Completed,Fit
1058.4,1.933,3.128,9.496,53.3,1.83,1.21,4,MF,Not Completed,Unfit
1278.6,1.959,3.24,9.108,60,1.51,1.53,7.8,MF,Completed,Unfit
1655.3,1.765,2.503,8.787,59.4,1.82,1.64,15.7,DF,Not Completed,Unfit
786.4,2.054,,9.33,66.3,1.47,1.11,10.9,MF,Completed,Unfit
1466.1,1.657,2.609,8.956,48.8,1.43,0.89,8.9,DF,Not Completed,Unfit
1852.4,1.777,2.875,9.073,45.4,1.29,1.48,8.7,GK,Completed,Unfit
1235.1,2.057,3.26,11.392,41.9,2.01,0.99,9.4,GK,Partial,Unfit
1254.3,1.699,2.86,9.587,59.7,1.74,1.38,8.7,DF,Partial,Fit
1260.5,1.513,2.571,10.517,62.7,1.44,1.39,7.6,GK,Partial,Unfit
1743.1,1.634,3.103,9.49,62.6,2.05,1.31,8.7,DF,Completed,Unfit
1307.8,2.211,2.657,8.608,44.1,1.64,1.27,15.7,MF,Partial,Unfit
1443.3,1.907,2.474,8.786,29.1,1.22,1.48,11.6,MF,Partial,Unfit
1726.1,1.964,2.446,7.945,56.9,2.07,1.61,11.2,MF,Not Completed,Fit
1168,1.839,3.11,10.36,53.4,1.42,1.59,13.7,MF,Not Completed,Unfit
1490.3,18.73,2.904,9.845,46.1,1.5,1.06,10.7,MF,Completed,Unfit
1231.1,,3.029,10.682,56.8,2.06,1.88,5.8,FW,Completed,Unfit
1059.6,1.524,2.573,10.668,56.1,1.22,1.6,11.5,GK,Completed,Unfit
1330,1.978,3.036,8.545,40.5,1.78,1.31,7.1,DF,Not Completed,Unfit
1288.6,1.991,2.386,9.577,41.1,1.87,1.25,9.7,MF,Partial,Unfit
1166,2.201,3.066,10.962,59,1.62,1.08,5.9,GK,Completed,Unfit
1257.8,1.847,2.854,10.163,59.1,1.25,1.17,15.8,FW,Not Completed,Unfit
1594.5,1.735,2.539,8.697,59.5,1.78,0.92,11.8,GK,Not Completed,Unfit
1502.7,1.941,2.398,10.874,,2.18,1.19,6.9,MF,Completed,Unfit
1280.9,1.839,2.878,9.446,51.8,1.86,1.92,11.7,MF,Not Completed,Fit
1586.7,1.742,2.708,9.078,44.4,2.19,1.54,5.8,GK,Partial,Unfit
1699.5,1.87,2.368,9.224,53.6,1.95,1.18,9.2,FW,Partial,Unfit
1540.4,1.675,2.992,10.818,53.4,1.56,1.62,9.2,FW,Completed,Unfit
1361.9,2.142,2.816,10.867,56.6,2.28,1.98,13,GK,Completed,Unfit
1364.8,1.823,2.697,9.87,40.6,1.86,1.23,15.1,FW,Partial,Unfit
986.5,2.006,2.546,8.47,64.9,1.37,1.89,5.6,MF,Completed,Unfit
1017.8,1.819,3.12,11.163,49.4,1.91,1.14,5.4,MF,Completed,Unfit
1295.5,1.688,3.032,8.614,48.1,1.62,1.25,15.4,GK,Partial,Unfit
1402.3,2.077,2.328,10.529,71.3,1.83,1.74,13.2,MF,Completed,Unfit
1161.5,2.027,2.793,10.264,39.9,1.81,1.59,8.5,DF,Partial,Unfit
1360.8,2.022,2.635,10.58,63.2,1.22,1.38,4.6,MF,Partial,Unfit
1197.1,1.725,3.22,8.967,46.2,1.74,1.46,4.6,DF,Partial,Unfit
1079.3,1.834,2.5,10.274,57.2,1.16,1.79,10.8,DF,Not Completed,Unfit
889.9,1.688,2.9,9.266,56.5,0.8,1.17,13.9,MF,Completed,Unfit
1224.1,1.643,2.657,8.511,36.1,1.87,1.01,8.8,FW,Not Completed,Unfit
836.5,1.856,2.618,9.624,45.6,1.36,1.31,10.1,DF,Completed,Unfit
1779.2,1.753,3.181,9.222,47.8,1.87,1.38,7.1,GK,Not Completed,Unfit
1353.3,1.849,2.67,9.558,63.4,2.03,1.46,9.7,GK,Partial,Fit
1005.2,2.053,2.619,9.349,52.2,1.71,1.88,8.5,FW,Not Completed,Unfit
1444.4,2.033,3.127,8.198,45.7,2.15,1.39,10.7,DF,Completed,Unfit
2056.6,1.855,3.203,9.441,47.8,1.31,1.11,14.1,DF,Partial,Unfit
1388.3,1.696,2.965,10.571,58.3,1.65,1.53,7.4,GK,Partial,Unfit
1399.8,1.948,,8.677,45.4,1.54,1.52,8,MF,Partial,Unfit
1355.7,1.804,2.852,9.573,72.7,1.97,0.72,9.8,DF,Partial,Unfit
1300,1.719,3.056,8.493,42.4,1.67,1.02,4,MF,Not Completed,Unfit
,1.87,3.616,8.561,51.1,2.13,1.34,10.2,MF,Partial,Unfit
1027,1.645,3.05,9.414,48.4,1.42,1.3,10.9,DF,Completed,Unfit
1190.2,1.837,2.989,10.613,64.6,1.71,1.76,7.6,FW,Partial,Unfit
1424,1.603,2.758,8.851,59.6,1.68,1.36,11.7,FW,Not Completed,Fit
1407.8,1.888,3.018,9.858,52,1.93,0.86,9.2,MF,Completed,Unfit
1202.8,2.032,3.141,9.243,67.9,2.01,1.51,8.2,MF,Partial,Unfit
1176.5,1.691,3.375,9.024,53.8,1.81,1.26,5,GK,Partial,Unfit
